"","genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count","species_count","RatioDisagree"
"6327","Bombus","needs_id",FALSE,"Indiscriminate Cuckoo Bumble Bee",0,0,56,NA
"6328","Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6329","Bombus","needs_id",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"6330","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6331","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6332","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6333","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6334","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6335","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6336","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6337","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6338","Bombus","research",TRUE,"Western Bumble Bee",0,2,56,0
"6339","Bombus","research",TRUE,"White-shouldered Bumble Bee",0,1,56,0
"6340","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6341","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6342","Bombus","research",TRUE,"Great Basin Bumble Bee",0,1,56,0
"6343","Nomada","needs_id",TRUE,"Nomad Bees",0,5,33,0
"6344","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6345","Bombus","needs_id",FALSE,NA,0,0,56,NA
"6346","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6347","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6348","Bombus","research",TRUE,"California Bumble Bee",0,1,56,0
"6349","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6350","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6351","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6352","Eucera","needs_id",TRUE,"Eucera",0,1,4,0
"6353","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6354","Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6355","Anthophorini","needs_id",TRUE,"Digger Bees",0,1,NA,0
"6356","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2,56,0
"6357","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6358","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6359","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6360","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6361","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"6362","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6363","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"6364","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"6365","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6366","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6367","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"6368","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6369","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6370","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6371","Bombus","research",TRUE,"Golden Northern Bumble Bee",0,2,56,0
"6372","Bombus","research",TRUE,"Nevada Bumble Bee",0,3,56,0
"6373","Bombus","needs_id",TRUE,"Bombus",0,5,56,0
"6374","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"6375","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6376","Bombus","research",TRUE,"Western Bumble Bee",0,2,56,0
"6377","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6378","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"6379","Bombus","research",TRUE,"Nevada Bumble Bee",0,3,56,0
"6380","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6381","Bombus","needs_id",TRUE,"Nevada Bumble Bee",0,1,56,0
"6382","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"6383","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6384","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6385","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6386","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6387","Bombus","research",TRUE,"Bombus cryptarum",0,2,56,0
"6388","Bombus","research",TRUE,"Hunt's Bumble Bee",1,4,56,0.25
"6389","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6390","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6391","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6392","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6393","Bombus","needs_id",FALSE,NA,0,0,56,NA
"6394","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6395","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6396","Anthophorini","needs_id",TRUE,"Digger Bees",0,2,NA,0
"6397","Bombus","research",TRUE,"Bombus melanopygus",0,1,56,0
"6398","Bombus","research",TRUE,"Bombus bifarius",0,1,56,0
"6399","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6400","Bombus","research",TRUE,"Great Basin Bumble Bee",0,2,56,0
"6401","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"6402","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6403","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6404","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"6405","Bombus","research",TRUE,"Western Bumble Bee",0,2,56,0
"6406","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6407","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6408","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6409","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6410","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6411","Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"6412","Bombus","research",TRUE,"Hunt's Bumble Bee",0,2,56,0
"6413","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6414","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"6415","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"6416","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6417","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6418","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6419","Anthophora","needs_id",TRUE,"Common Digger Bees",0,1,11,0
"6420","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6421","Habropoda","needs_id",TRUE,"Mountain-digger Bees",0,1,1,0
"6422","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"6423","Habropoda","needs_id",FALSE,"Ashy Digger Bee",0,0,1,NA
"6424","Habropoda","needs_id",FALSE,"Mountain-digger Bees",0,0,1,NA
"6425","Habropoda","needs_id",FALSE,"Ashy Digger Bee",0,0,1,NA
"6426","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6427","Bombus","casual",FALSE,"Bumble Bees",0,0,56,NA
"6428","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6429","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6430","Bombus","research",TRUE,"Western Bumble Bee",0,1,56,0
"6431","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6432","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6433","Bombus","needs_id",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6434","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6435","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6436","Anthophorini","needs_id",TRUE,"Digger Bees",0,2,NA,0
"6437","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6438","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6439","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6440","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6441","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6442","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6443","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6444","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6445","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6446","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6447","Bombus","research",TRUE,"Hunt's Bumble Bee",0,2,56,0
"6448","Anthophorini","needs_id",TRUE,"Digger Bees",0,3,NA,0
"6449","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,2,56,0
"6450","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"6451","Bombus","research",TRUE,"Hunt's Bumble Bee",0,2,56,0
"6452","Bombus","research",TRUE,"Brown-belted Bumble Bee",1,4,56,0.25
"6453","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6454","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6455","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6456","Melecta","needs_id",TRUE,"Melecta",1,3,3,0.333333333333333
"6457","Nomada","needs_id",TRUE,"Nomad Bees",0,5,33,0
"6458","Bombus","research",TRUE,"Red-belted Bumble Bee",0,3,56,0
"6459","Bombus","needs_id",FALSE,"Bumble Bees",2,2,56,1
"6460","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,3,56,0
"6461","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6462","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"6463","Bombus","research",TRUE,"Nevada Bumble Bee",0,3,56,0
"6464","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6465","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6466","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6467","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2,56,0
"6468","Bombus","needs_id",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6469","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6470","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6471","Melissodes","needs_id",TRUE,"Melissodes",1,5,21,0.2
"6472","Bombus","needs_id",TRUE,"Hunt's Bumble Bee",0,2,56,0
"6473","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6474","Melissodes","needs_id",TRUE,"Melissodes",0,1,21,0
"6475","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6476","Bombus","needs_id",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6477","Bombus","research",TRUE,"Forest Bumble Bee",0,2,56,0
"6478","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"6479","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6480","Bombus","needs_id",TRUE,"Half-black Bumble Bee",0,1,56,0
"6481","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"6482","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6483","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6484","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"6485","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6486","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"6487","Bombus","research",TRUE,"Western Bumble Bee",0,1,56,0
"6488","Bombus","research",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"6489","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6490","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6491","Bombus","research",TRUE,"Perplexing Bumble Bee",0,2,56,0
"6492","Bombus","research",TRUE,"Perplexing Bumble Bee",0,2,56,0
"6493","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6494","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"6495","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6496","Bombus","research",TRUE,"Great Basin Bumble Bee",0,1,56,0
"6497","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6498","Bombus","research",TRUE,"Great Basin Bumble Bee",0,1,56,0
"6499","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6500","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6501","Bombus","needs_id",TRUE,"Cuckoo Bumble Bees",0,1,56,0
"6502","Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,2,56,0
"6503","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6504","Bombus","needs_id",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"6505","Bombus","needs_id",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"6506","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6507","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6508","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6509","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6510","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6511","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6512","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2,56,0
"6513","Bombus","needs_id",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"6514","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6515","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6516","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6517","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"6518","Bombus","research",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,2,56,0
"6519","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6520","Bombus","research",TRUE,"Bombus ternarius",0,1,56,0
"6521","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"6522","Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6523","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6524","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6525","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6526","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,2,56,0
"6527","Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,2,56,0
"6528","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6529","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,2,56,0
"6530","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2,56,0
"6531","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6532","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6533","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2,56,0
"6534","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6535","Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,1,56,0
"6536","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6537","Bombus","research",TRUE,"Red-belted Bumble Bee",0,2,56,0
"6538","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6539","Apis","research",TRUE,"Abeja europea",0,1,1,0
"6540","Melissodes","needs_id",TRUE,"Melissodes",0,1,21,0
"6541","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6542","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"6543","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6544","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"6545","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6546","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6547","Bombus","research",TRUE,"Western Bumble Bee",0,1,56,0
"6548","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6549","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6550","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6551","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6552","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"6553","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6554","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6555","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6556","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"6557","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6558","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6559","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6560","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6561","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6562","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6563","Bombus","needs_id",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6564","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6565","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6566","Bombus","needs_id",FALSE,"Indiscriminate Cuckoo Bumble Bee",0,0,56,NA
"6567","Bombus","needs_id",TRUE,"Half-black Bumble Bee",0,1,56,0
"6568","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"6569","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6570","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6571","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6572","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6573","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"6574","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"6575","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6576","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6577","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6578","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6579","Bombus","needs_id",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6580","Bombus","research",TRUE,"Frigid Bumble Bee",0,2,56,0
"6581","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6582","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"6583","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6584","Bombus","needs_id",FALSE,"Bumble Bees",1,1,56,1
"6585","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6586","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6587","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6588","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6589","Bombus","needs_id",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"6590","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6591","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6592","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"6593","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6594","Bombus","research",TRUE,"Hunt's Bumble Bee",0,2,56,0
"6595","Bombus","needs_id",FALSE,"Perplexing Bumble Bee",0,0,56,NA
"6596","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"6597","Bombus","needs_id",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6598","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6599","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6600","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6601","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6602","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6603","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6604","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"6605","Eucerini","casual",FALSE,"Long-horned Bees",0,0,NA,NA
"6606","Apidae","casual",FALSE,"Honey Bees, Bumble Bees, and Allies",0,0,NA,NA
"6607","Bombus","casual",FALSE,"Nevada Bumble Bee",0,0,56,NA
"6608","Bombus","casual",FALSE,"Bumble Bees",0,0,56,NA
"6609","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6610","Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"6611","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6612","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"6613","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6614","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6615","Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0,56,NA
"6616","Bombus","needs_id",TRUE,"Bombus",0,1,56,0
"6617","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6618","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6619","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"6620","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6621","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6622","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6623","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6624","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"6625","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"6626","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6627","Bombus","research",TRUE,"Western Bumble Bee",0,3,56,0
"6628","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"6629","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6630","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6631","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"6632","Bombus","needs_id",TRUE,"White-Shouldered Bumble Bee",0,1,56,0
"6633","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"6634","Bombus","needs_id",FALSE,"Great Basin Bumble Bee",0,0,56,NA
"6635","Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0,56,NA
"6636","Anthophora","research",TRUE,"Anthophora terminalis",0,1,11,0
"6637","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6638","Bombus","research",TRUE,"Western Bumble Bee",0,3,56,0
"6639","Bombus","research",TRUE,"Western Bumble Bee",0,1,56,0
"6640","Bombus","needs_id",FALSE,"Great Basin Bumble Bee",0,0,56,NA
"6641","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6642","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"6643","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6644","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"6645","Bombus","needs_id",TRUE,"Nevada Bumble Bee",0,1,56,0
"6646","Bombus","needs_id",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6647","Bombus","needs_id",FALSE,"Indiscriminate Cuckoo Bumble Bee",0,0,56,NA
"6648","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"6649","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6650","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6651","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6652","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6653","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6654","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6655","Bombus","research",TRUE,"Western Bumble Bee",0,1,56,0
"6656","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6657","Bombus","needs_id",FALSE,"Perplexing Bumble Bee",0,0,56,NA
"6658","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6659","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6660","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6661","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6662","Bombus","research",TRUE,"Hunt's Bumble Bee",0,1,56,0
"6663","Bombus","research",TRUE,"Western Bumble Bee",0,1,56,0
"6664","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6665","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6666","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"6667","Bombus","needs_id",FALSE,"Northern Amber Bumble Bee",0,0,56,NA
"6668","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6669","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6670","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6671","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"6672","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6673","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6674","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6675","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"6676","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"6677","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6678","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6679","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"6680","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6681","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1,56,0
"6682","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6683","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6684","Bombus","research",TRUE,"Western Bumble Bee",0,2,56,0
"6685","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"6686","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6687","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6688","Anthophora","casual",FALSE,"Digger Bees",0,0,11,NA
"6689","Bombus","casual",FALSE,"Bumble Bees",0,0,56,NA
"6690","Bombus","needs_id",TRUE,"Bombus",0,4,56,0
"6691","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"6692","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"6693","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"6694","Bombus","needs_id",FALSE,NA,0,0,56,NA
"6695","Bombus","needs_id",TRUE,"Bees",0,1,56,0
"6696","Bombus","needs_id",TRUE,"Bombias",0,1,56,0
"6697","Eucerini","needs_id",TRUE,"Long-horned Bees",0,2,NA,0
"6698","Bombus","needs_id",TRUE,"Fernald's Cuckoo Bumble Bee",0,1,56,0
