"genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count"
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","casual",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",1,4
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","casual",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","needs_id",TRUE,"Melissodes",0,1
"Melissodes","needs_id",TRUE,"Melissodes",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Golden Northern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","research",TRUE,"Two-spotted Long-horned Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","casual",FALSE,NA,0,0
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Lemon Cuckoo-Bumble bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Half-black Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,3
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,3
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Triepeolus","needs_id",TRUE,"Triepeolus",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apidae","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","casual",FALSE,"Western Honey Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","casual",FALSE,"Western Honey Bee",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",1,4
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Honey Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apinae","needs_id",FALSE,NA,0,0
"Melissodes","research",TRUE,"Drury's Long-horned Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1
"Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","casual",FALSE,"Northern Amber Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Eucerini","needs_id",TRUE,"Long-horned Bees",0,2
"Bombus","research",TRUE,"American Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Apidae","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Epeolini","needs_id",TRUE,"Epeolini",0,2
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Apinae","needs_id",FALSE,"Apine Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
